OID_,POINT_X,POINT_Y,Profile_ID,Distance (m),Distance (km),ORIG_SEQ,B2,B3,B4,Benthos,Benthos _label,Bathymetrey 
428,266990.0031,6131185.667,3,4280,4.28,428,83.8399963,52.7661362,53.9339333,1,Seagrass,-11.0798368
429,266980.3613,6131183.015,3,4290,4.29,429,63.3983421,54.8943634,50.0578461,1,Seagrass,-11.090415
430,266970.7194,6131180.362,3,4300,4.3,430,68.4586105,62.127964,49.7207527,1,Seagrass,-11.1015978
431,266961.0776,6131177.71,3,4310,4.31,431,84.6142502,69.1160507,55.0376129,1,Seagrass,-11.1133852
432,266951.4358,6131175.058,3,4320,4.32,432,69.806633,59.3836784,54.2549133,1,Seagrass,-11.1257772
433,266941.794,6131172.405,3,4330,4.33,433,77.1262054,47.3007927,52.3947296,1,Seagrass,-11.1422043
434,266932.1522,6131169.753,3,4340,4.34,434,87.2221909,60.1017761,56.1878967,1,Seagrass,-11.1821032
435,266922.5104,6131167.1,3,4350,4.35,435,83.5769806,90.1735153,54.2062073,1,Seagrass,-11.2213964
436,266912.8685,6131164.448,3,4360,4.36,436,85.8273468,75.6716232,49.4352379,1,Seagrass,-11.2600861
437,266903.2267,6131161.796,3,4370,4.37,437,80.3444443,63.4039421,49.181797,1,Seagrass,-11.2981701
438,266893.5849,6131159.143,3,4380,4.38,438,77.1661911,56.4543991,52.5840034,1,Seagrass,-11.3356495
439,266883.9431,6131156.491,3,4390,4.39,439,90.9928741,58.1261444,52.0163574,1,Seagrass,-11.3725243
440,266874.3013,6131153.838,3,4400,4.4,440,72.2594681,54.4184113,50.20961,1,Seagrass,-11.4087934
441,266864.6594,6131151.186,3,4410,4.41,441,78.1620483,56.3454552,52.9578629,1,Seagrass,-11.444459
442,266855.0176,6131148.533,3,4420,4.42,442,75.0034714,64.160553,52.2945633,1,Seagrass,-11.4795189
443,266845.3758,6131145.881,3,4430,4.43,443,110.3547897,76.3433456,51.8316422,1,Seagrass,-11.5139751
444,266835.734,6131143.229,3,4440,4.44,444,87.5739059,78.8748779,56.5075912,1,Seagrass,-11.5478258
445,266826.0922,6131140.576,3,4450,4.45,445,86.5437622,73.1534653,46.5159111,1,Seagrass,-11.5810719
446,266816.4504,6131137.924,3,4460,4.46,446,98.3425674,56.5724983,44.419445,1,Seagrass,-11.6137123
447,266806.8085,6131135.271,3,4470,4.47,447,76.5810623,46.3669662,57.5914421,1,Seagrass,-11.6457491
448,266797.1667,6131132.619,3,4480,4.48,448,67.0586243,54.4317055,57.218277,1,Seagrass,-11.6771812
449,266787.5249,6131129.967,3,4490,4.49,449,55.257267,58.2508583,50.533287,1,Seagrass,-11.7080078
450,266777.8831,6131127.314,3,4500,4.5,450,71.8606491,44.1583176,56.2482109,1,Seagrass,-11.7382307
451,266768.2413,6131124.662,3,4510,4.51,451,76.4523163,38.7772636,57.8141594,1,Seagrass,-11.767848
452,266758.5994,6131122.009,3,4520,4.52,452,76.8953094,57.1676331,51.0241814,1,Seagrass,-11.7968607
453,266748.9576,6131119.357,3,4530,4.53,453,94.296196,73.0060883,45.1500854,1,Seagrass,-11.8252687
454,266739.3158,6131116.704,3,4540,4.54,454,92.9287186,66.6115875,51.2066574,1,Seagrass,-11.8530722
455,266729.674,6131114.052,3,4550,4.55,455,71.0913086,56.7236252,53.9373436,1,Seagrass,-11.880271
456,266720.0322,6131111.4,3,4560,4.56,456,66.2510529,52.7926483,45.7939186,1,Seagrass,-11.9068642
457,266710.3903,6131108.747,3,4570,4.57,457,70.6804504,49.3023415,44.0471115,1,Seagrass,-11.9328537
458,266700.7485,6131106.095,3,4580,4.58,458,72.9731064,42.213913,47.979847,1,Seagrass,-11.9582386
459,266691.1067,6131103.442,3,4590,4.59,459,75.8820267,45.8520203,49.2211494,1,Seagrass,-11.9830179
460,266681.4649,6131100.79,3,4600,4.6,460,82.5290985,63.3835793,48.9180565,1,Seagrass,-12.0071926
461,266671.8231,6131098.137,3,4610,4.61,461,80.9085388,67.1859512,50.1987839,1,Seagrass,-12.0307627
462,266662.1813,6131095.485,3,4620,4.62,462,61.7269745,44.5435028,46.8426628,1,Seagrass,-12.0537291
463,266652.5394,6131092.833,3,4630,4.63,463,53.8810959,41.8033829,48.2108574,1,Seagrass,-12.0760899
464,266642.8976,6131090.18,3,4640,4.64,464,62.7875671,43.3150406,43.9253387,1,Seagrass,-12.097846
465,266633.2558,6131087.528,3,4650,4.65,465,62.0188103,36.8369789,39.3331032,1,Seagrass,-12.1189976
466,266623.614,6131084.875,3,4660,4.66,466,59.0637436,46.1035881,39.0720596,1,Seagrass,-12.1395445
467,266613.9722,6131082.223,3,4670,4.67,467,71.1423416,47.6019554,45.5133972,1,Seagrass,-12.1594868
468,266604.3303,6131079.571,3,4680,4.68,468,61.5690002,51.3448563,42.4091835,1,Seagrass,-12.1788244
469,266594.6885,6131076.918,3,4690,4.69,469,61.2345695,58.7604027,40.1806717,1,Seagrass,-12.1975565
470,266585.0467,6131074.266,3,4700,4.7,470,92.5374146,59.8795662,39.6602745,1,Seagrass,-12.2156849
471,266575.4049,6131071.613,3,4710,4.71,471,103.6179733,77.7817764,49.4300156,1,Seagrass,-12.2332087
472,266565.7631,6131068.961,3,4720,4.72,472,83.574791,66.2496872,54.1322784,1,Seagrass,-12.2501268
473,266556.1213,6131066.308,3,4730,4.73,473,71.4619064,55.9356613,47.6421051,1,Seagrass,-12.2664413
474,266546.4794,6131063.656,3,4740,4.74,474,78.6024628,65.223671,48.9336929,1,Seagrass,-12.2821512
475,266536.8376,6131061.003,3,4750,4.75,475,86.1557465,65.062355,47.6823273,1,Seagrass,-12.2972555
476,266527.1958,6131058.351,3,4760,4.76,476,82.8361969,65.4160156,44.1871223,1,Seagrass,-12.3117561
477,266517.554,6131055.699,3,4770,4.77,477,82.7524719,62.8655243,50.4879265,1,Seagrass,-12.3256512
478,266507.9122,6131053.046,3,4780,4.78,478,79.8802185,55.2063026,50.9963303,1,Seagrass,-12.3389425
479,266498.2703,6131050.394,3,4790,4.79,479,70.7809448,53.05513,49.2551537,1,Seagrass,-12.3516283
480,266488.6285,6131047.741,3,4800,4.8,480,64.9501114,58.3096809,49.4732437,1,Seagrass,-12.3637104
481,266478.9867,6131045.089,3,4810,4.81,481,51.9121895,64.31987,54.1611443,1,Seagrass,-12.3751869
482,266469.3449,6131042.437,3,4820,4.82,482,54.9466362,66.5945587,53.7404671,1,Seagrass,-12.3860598
483,266459.7031,6131039.784,3,4830,4.83,483,68.1129608,56.5920296,47.5020027,1,Seagrass,-12.396327
484,266450.0612,6131037.132,3,4840,4.84,484,78.8052063,49.1751251,45.042038,1,Seagrass,-12.4059906
485,266440.4194,6131034.479,3,4850,4.85,485,98.3407745,56.9985847,47.2893448,1,Seagrass,-12.4150486
486,266430.7776,6131031.827,3,4860,4.86,486,88.0626984,58.2051735,48.9166451,1,Seagrass,-12.4235029
487,266421.1358,6131029.174,3,4870,4.87,487,66.3860397,54.9928207,46.8070259,1,Seagrass,-12.423871
488,266411.494,6131026.522,3,4880,4.88,488,56.118084,55.4347343,45.6749535,1,Seagrass,-12.41576
489,266401.8522,6131023.87,3,4890,4.89,489,60.0188713,63.0333176,46.4521599,1,Seagrass,-12.40765
490,266392.2103,6131021.217,3,4900,4.9,490,69.0183487,65.1290359,44.9647751,1,Seagrass,-12.3995399
491,266382.5685,6131018.565,3,4910,4.91,491,62.5959167,68.8229675,38.903553,1,Seagrass,-12.3914299
492,266372.9267,6131015.912,3,4920,4.92,492,60.6925392,59.1575394,39.8233871,1,Seagrass,-12.3833199
493,266363.2849,6131013.26,3,4930,4.93,493,70.3001022,49.003376,44.2420731,1,Seagrass,-12.3752089
494,266353.6431,6131010.607,3,4940,4.94,494,72.9189377,53.4641266,48.8785019,1,Seagrass,-12.3670988
495,266344.0012,6131007.955,3,4950,4.95,495,53.8965912,52.8691139,48.8869133,1,Seagrass,-12.3589888
496,266334.3594,6131005.303,3,4960,4.96,496,95.6673889,42.8923836,42.8065987,1,Seagrass,-12.3508787
497,266324.7176,6131002.65,3,4970,4.97,497,84.7780533,42.2797928,39.5154266,1,Seagrass,-12.3427696
498,266315.0758,6130999.998,3,4980,4.98,498,86.4917679,46.4941063,51.4168472,1,Seagrass,-12.3346586
499,266305.434,6130997.345,3,4990,4.99,499,69.051857,44.4087868,49.4035378,1,Seagrass,-12.3265495
500,266295.7922,6130994.693,3,5000,5,500,65.9185028,51.4943733,52.9675102,1,Seagrass,-12.3184395
501,266286.1503,6130992.041,3,5010,5.01,501,72.9378891,49.137989,55.6672363,1,Seagrass,-12.3103294
502,266276.5085,6130989.388,3,5020,5.02,502,79.0105133,53.887886,58.2336273,1,Seagrass,-12.3022194
503,266266.8667,6130986.736,3,5030,5.03,503,58.5704079,55.6914597,46.5550232,1,Seagrass,-12.2941093
504,266257.2249,6130984.083,3,5040,5.04,504,60.0649872,51.426609,49.359787,1,Seagrass,-12.2860003
505,266247.5831,6130981.431,3,5050,5.05,505,66.542717,46.1714859,46.5285492,1,Seagrass,-12.2778902
506,266237.9412,6130978.779,3,5060,5.06,506,56.5643196,46.0444489,46.9258308,1,Seagrass,-12.2697811
507,266228.2994,6130976.126,3,5070,5.07,507,67.5981522,47.7545509,56.5496826,1,Seagrass,-12.2616711
508,266218.6576,6130973.474,3,5080,5.08,508,82.079216,52.7686386,60.4559364,1,Seagrass,-12.253561
509,266209.0158,6130970.821,3,5090,5.09,509,83.9397964,55.6643753,60.8291588,1,Seagrass,-12.2454519
510,266199.374,6130968.169,3,5100,5.1,510,78.209137,55.6434479,52.1730385,1,Seagrass,-12.2373428
511,266189.7321,6130965.516,3,5110,5.11,511,75.8201752,50.7104301,44.8885574,1,Seagrass,-12.2292328
512,266180.0903,6130962.864,3,5120,5.12,512,71.0123367,49.9804344,53.1832123,1,Seagrass,-12.2211237
513,266170.4485,6130960.212,3,5130,5.13,513,61.6260986,58.0259018,54.2498055,1,Seagrass,-12.2130136
514,266160.8067,6130957.559,3,5140,5.14,514,58.6399765,60.6838226,48.7335281,1,Seagrass,-12.2240858
515,266151.1649,6130954.907,3,5150,5.15,515,65.3498993,50.2538719,46.3154106,1,Seagrass,-12.2461138
516,266141.5231,6130952.254,3,5160,5.16,516,64.2549515,41.4173393,45.6346016,1,Seagrass,-12.2687454
517,266131.8812,6130949.602,3,5170,5.17,517,68.6888123,45.7992783,41.4758072,1,Seagrass,-12.2919827
518,266122.2394,6130946.949,3,5180,5.18,518,67.3980713,50.1243057,46.1700058,1,Seagrass,-12.3158236
519,266112.5976,6130944.297,3,5190,5.19,519,72.2185898,55.2368469,46.3611259,1,Seagrass,-12.3402691
520,266102.9558,6130941.645,3,5200,5.2,520,89.5944214,49.719902,37.7695084,1,Seagrass,-12.3653202
521,266093.314,6130938.992,3,5210,5.21,521,72.5676041,51.899498,45.780365,1,Seagrass,-12.390975
522,266083.6721,6130936.34,3,5220,5.22,522,68.6426392,64.063942,58.5998917,1,Seagrass,-12.4172354
523,266074.0303,6130933.687,3,5230,5.23,523,57.4441109,62.8669777,56.3369637,1,Seagrass,-12.4440994
524,266064.3885,6130931.035,3,5240,5.24,524,68.7541733,62.9744072,57.6316681,1,Seagrass,-12.4715681
525,266054.7467,6130928.383,3,5250,5.25,525,71.3721466,57.6771812,44.0700989,1,Seagrass,-12.4996414
526,266045.1049,6130925.73,3,5260,5.26,526,72.1347656,43.8973579,47.4359474,1,Seagrass,-12.5283203
527,266035.4631,6130923.078,3,5270,5.27,527,85.8084641,40.016922,51.8133659,1,Seagrass,-12.5576029
528,266025.8212,6130920.425,3,5280,5.28,528,96.9760895,58.8140717,47.9362335,1,Seagrass,-12.5874901
529,266016.1794,6130917.773,3,5290,5.29,529,92.6899261,45.3289871,45.2690392,1,Seagrass,-12.6179819
530,266006.5376,6130915.12,3,5300,5.3,530,87.6293335,54.0733719,51.3327179,1,Seagrass,-12.6490784
531,265996.8958,6130912.468,3,5310,5.31,531,74.9487839,55.5331459,62.7222214,1,Seagrass,-12.6807795
532,265987.254,6130909.815,3,5320,5.32,532,75.5209274,53.5593338,60.4775772,1,Seagrass,-12.7130852
533,265977.6121,6130907.163,3,5330,5.33,533,83.4590225,58.3882332,57.2630539,1,Seagrass,-12.7459955
534,265967.9703,6130904.511,3,5340,5.34,534,91.1489944,44.9634018,51.6208572,1,Seagrass,-12.7795105
535,265958.3285,6130901.858,3,5350,5.35,535,89.0842743,43.2851639,49.8958855,1,Seagrass,-12.8136301
536,265948.6867,6130899.206,3,5360,5.36,536,84.0081024,53.3345985,53.7007866,1,Seagrass,-12.8483534
537,265939.0449,6130896.553,3,5370,5.37,537,72.4068222,61.3570709,56.3025169,1,Seagrass,-12.8836823
538,265929.403,6130893.901,3,5380,5.38,538,67.4328003,59.5839119,57.3209,1,Seagrass,-12.9196157
539,265919.7612,6130891.249,3,5390,5.39,539,70.4777985,52.1846886,51.8746643,1,Seagrass,-12.9561529
540,265910.1194,6130888.596,3,5400,5.4,540,68.3553391,52.9681511,49.4476891,1,Seagrass,-12.9845037
541,265900.4776,6130885.944,3,5410,5.41,541,68.28479,59.514534,46.6381454,1,Seagrass,-12.9793758
542,265890.8358,6130883.291,3,5420,5.42,542,85.5965195,67.9371414,40.2346039,1,Seagrass,-12.9682875
543,265881.194,6130880.639,3,5430,5.43,543,110.5786362,65.8070679,43.9722481,1,Seagrass,-12.9578037
544,265871.5521,6130877.986,3,5440,5.44,544,104.9727707,56.1613083,52.8288536,1,Seagrass,-12.9479237
545,265861.9103,6130875.334,3,5450,5.45,545,74.7238846,54.0929031,51.1127701,1,Seagrass,-12.9386482
546,265852.2685,6130872.682,3,5460,5.46,546,72.4266052,54.9466515,47.8194504,1,Seagrass,-12.9299774
547,265842.6267,6130870.029,3,5470,5.47,547,72.0832596,58.1639328,49.1686516,1,Seagrass,-12.9219112
548,265832.9849,6130867.377,3,5480,5.48,548,84.5546646,66.0689468,45.6572227,1,Seagrass,-12.9144497
549,265823.343,6130864.724,3,5490,5.49,549,80.936821,79.5998688,37.5195923,1,Seagrass,-12.9075928
550,265813.7012,6130862.072,3,5500,5.5,550,77.6030273,63.4130287,42.3348885,1,Seagrass,-12.9013405
551,265804.0594,6130859.419,3,5510,5.51,551,91.3285599,70.2279892,47.0293579,1,Seagrass,-12.8956928
552,265794.4176,6130856.767,3,5520,5.52,552,99.4028168,62.6207352,49.5712662,1,Seagrass,-12.8906498
553,265784.7758,6130854.115,3,5530,5.53,553,121.468544,63.8871307,48.4696274,1,Seagrass,-12.8862104
554,265775.134,6130851.462,3,5540,5.54,554,81.6149521,69.5377045,48.6007843,1,Seagrass,-12.8823767
555,265765.4921,6130848.81,3,5550,5.55,555,81.5380478,47.7884102,51.191185,1,Seagrass,-12.8791466
556,265755.8503,6130846.157,3,5560,5.56,556,76.6332245,46.9850464,56.4996605,1,Seagrass,-12.8765211
557,265746.2085,6130843.505,3,5570,5.57,557,85.3814316,51.4634895,50.1391144,1,Seagrass,-12.8745003
558,265736.5667,6130840.853,3,5580,5.58,558,85.2902298,71.4404449,51.3179207,1,Seagrass,-12.873085
559,265726.9249,6130838.2,3,5590,5.59,559,80.9599304,68.5211868,50.3392105,1,Seagrass,-12.8722734
560,265717.283,6130835.548,3,5600,5.6,560,75.4280396,64.7081757,50.9694633,1,Seagrass,-12.8720655
561,265707.6412,6130832.895,3,5610,5.61,561,85.6271057,56.5317307,52.8808136,1,Seagrass,-12.8724632
562,265697.9994,6130830.243,3,5620,5.62,562,79.0080872,50.4553833,49.5947266,1,Seagrass,-12.8734646
563,265688.3576,6130827.59,3,5630,5.63,563,85.4303131,51.8652306,53.2372093,1,Seagrass,-12.8750715
564,265678.7158,6130824.938,3,5640,5.64,564,85.8552628,55.8380699,49.7219887,1,Seagrass,-12.8772821
565,265669.074,6130822.286,3,5650,5.65,565,80.3734894,54.2661591,43.5285072,1,Seagrass,-12.8800974
566,265659.4321,6130819.633,3,5660,5.66,566,81.132576,58.1304626,44.906353,1,Seagrass,-12.8835173
567,265649.7903,6130816.981,3,5670,5.67,567,79.5848007,54.7207336,46.6252861,1,Seagrass,-12.8875418
568,265640.1485,6130814.328,3,5680,5.68,568,80.0609589,49.4049149,50.5977097,1,Seagrass,-12.9206371
569,265630.5067,6130811.676,3,5690,5.69,569,81.0616379,56.9323578,52.8022194,1,Seagrass,-12.9538622
570,265620.8649,6130809.024,3,5700,5.7,570,81.899437,57.9734116,48.7623863,1,Seagrass,-12.9870863
571,265611.223,6130806.371,3,5710,5.71,571,87.5420532,54.8782692,41.3918381,1,Seagrass,-13.0203104
572,265601.5812,6130803.719,3,5720,5.72,572,92.2086563,57.287384,43.0330276,1,Seagrass,-13.0535355
573,265591.9394,6130801.066,3,5730,5.73,573,85.3906708,65.5642853,53.3289986,1,Seagrass,-13.0867596
574,265582.2976,6130798.414,3,5740,5.74,574,80.4075851,64.664772,56.0228119,1,Seagrass,-13.1199837
575,265572.6558,6130795.761,3,5750,5.75,575,86.4576797,46.4358292,55.5185966,1,Seagrass,-13.1532087
576,265563.0139,6130793.109,3,5760,5.76,576,86.6992264,55.0483818,50.4478455,1,Seagrass,-13.1864328
577,265553.3721,6130790.457,3,5770,5.77,577,77.1611862,58.2375221,48,1,Seagrass,-13.2196579
578,265543.7303,6130787.804,3,5780,5.78,578,85.091362,76.4984207,48,1,Seagrass,-13.252882
579,265534.0885,6130785.152,3,5790,5.79,579,85.4434509,62.7378082,47.4572525,1,Seagrass,-13.2861071
580,265524.4467,6130782.499,3,5800,5.8,580,77.3471451,54.3753738,43.7366066,1,Seagrass,-13.3193312
581,265514.8049,6130779.847,3,5810,5.81,581,72.2120056,58.0315361,42.0275879,1,Seagrass,-13.3525562
582,265505.163,6130777.195,3,5820,5.82,582,59.0095978,55.0763359,48.4267159,1,Seagrass,-13.3857813
583,265495.5212,6130774.542,3,5830,5.83,583,61.7000999,58.1689415,54.5112801,1,Seagrass,-13.4190063
584,265485.8794,6130771.89,3,5840,5.84,584,89.3001709,60.3602867,43.2564659,1,Seagrass,-13.4522314
585,265476.2376,6130769.237,3,5850,5.85,585,84.3078079,59.0604706,42.8001595,1,Seagrass,-13.4854555
586,265466.5958,6130766.585,3,5860,5.86,586,92.5865097,58.4735718,54.6751175,1,Seagrass,-13.5186806
587,265456.9539,6130763.932,3,5870,5.87,587,83.6021118,55.17453,58.8773003,1,Seagrass,-13.5519056
588,265447.3121,6130761.28,3,5880,5.88,588,88.8524399,51.3344078,57.2387886,1,Seagrass,-13.5851307
589,265437.6703,6130758.628,3,5890,5.89,589,97.1408386,57.1411972,50.9436531,1,Seagrass,-13.6183558
590,265428.0285,6130755.975,3,5900,5.9,590,74.6531754,47.2886162,41.2164803,1,Seagrass,-13.6515808
591,265418.3867,6130753.323,3,5910,5.91,591,71.3596802,50.2991791,41.4074593,1,Seagrass,-13.6848059
592,265408.7449,6130750.67,3,5920,5.92,592,75.0687943,67.0049057,49.2860451,1,Seagrass,-13.7180309
593,265399.103,6130748.018,3,5930,5.93,593,80.305069,72.8838654,52.8921852,1,Seagrass,-13.751256
594,265389.4612,6130745.365,3,5940,5.94,594,95.5109024,62.8389626,50.9589996,1,Seagrass,-13.7746038
595,265379.8194,6130742.713,3,5950,5.95,595,90.3409424,52.3645859,53.5983238,1,Seagrass,-13.7501678
596,265370.1776,6130740.061,3,5960,5.96,596,79.5006638,54.5703926,52.689064,1,Seagrass,-13.7263355
597,265360.5358,6130737.408,3,5970,5.97,597,92.408432,65.6454926,49.210968,1,Seagrass,-13.7031078
598,265350.8939,6130734.756,3,5980,5.98,598,110.1199646,75.184761,57.6521568,1,Seagrass,-13.6804848
599,265341.2521,6130732.103,3,5990,5.99,599,97.7646332,71.0198593,64.3301163,1,Seagrass,-13.6584654
600,265331.6103,6130729.451,3,6000,6,600,106.9078217,62.365097,63.0203018,1,Seagrass,-13.6370506
601,265321.9685,6130726.798,3,6010,6.01,601,105.3389282,58.2949791,57.2594223,1,Seagrass,-13.6162415
602,265312.3267,6130724.146,3,6020,6.02,602,95.0834045,55.0228271,49.0792999,1,Seagrass,-13.596035
603,265302.6848,6130721.494,3,6030,6.03,603,77.7089691,57.734993,46.3539467,1,Seagrass,-13.5764341
604,265293.043,6130718.841,3,6040,6.04,604,78.537323,64.886467,46.0981331,1,Seagrass,-13.5574369
605,265283.4012,6130716.189,3,6050,6.05,605,78.1638794,59.690155,55.859127,1,Seagrass,-13.5390444
606,265273.7594,6130713.536,3,6060,6.06,606,90.5860367,55.9213791,51.1272163,1,Seagrass,-13.5212564
607,265264.1176,6130710.884,3,6070,6.07,607,74.469902,63.7456856,43.8620033,1,Seagrass,-13.5040722
608,265254.4758,6130708.232,3,6080,6.08,608,91.1324615,88.4372787,56.5544205,1,Seagrass,-13.4874926
609,265244.8339,6130705.579,3,6090,6.09,609,93.4052505,73.158989,64.7452774,1,Seagrass,-13.4715176
610,265235.1921,6130702.927,3,6100,6.1,610,88.7170563,61.5290527,52.1813164,1,Seagrass,-13.4561462
611,265225.5503,6130700.274,3,6110,6.11,611,71.5290222,61.884922,47.4625092,1,Seagrass,-13.4413805
612,265215.9085,6130697.622,3,6120,6.12,612,78.8117294,45.4621506,50.2045708,1,Seagrass,-13.4272184
613,265206.2667,6130694.969,3,6130,6.13,613,77.4986191,46.5158615,55.3666496,1,Seagrass,-13.41366
614,265196.6248,6130692.317,3,6140,6.14,614,83.6332397,53.0479851,59.0845871,1,Seagrass,-13.4007063
615,265186.983,6130689.665,3,6150,6.15,615,85.4533005,61.0142212,61.9076614,1,Seagrass,-13.3883572
616,265177.3412,6130687.012,3,6160,6.16,616,76.988533,63.8586693,62.9561386,1,Seagrass,-13.3766127
617,265167.6994,6130684.36,3,6170,6.17,617,86.5466843,69.7886353,49.6587219,1,Seagrass,-13.3654718
618,265158.0576,6130681.707,3,6180,6.18,618,87.6459122,65.7602997,53.2604866,1,Seagrass,-13.3549366
619,265148.4158,6130679.055,3,6190,6.19,619,85.9102631,53.7995377,54.3341942,1,Seagrass,-13.3450041
620,265138.7739,6130676.402,3,6200,6.2,620,89.6046829,64.1507721,57.1594048,1,Seagrass,-13.3356771
621,265129.1321,6130673.75,3,6210,6.21,621,88.789978,69.8738174,54.0235748,1,Seagrass,-13.33564
622,265119.4903,6130671.098,3,6220,6.22,622,82.6921463,58.20438,49.1225815,1,Seagrass,-13.3518648
623,265109.8485,6130668.445,3,6230,6.23,623,83.3735962,59.8973427,53.4116821,1,Seagrass,-13.367485
624,265100.2067,6130665.793,3,6240,6.24,624,83.776474,59.5928955,57.6793518,1,Seagrass,-13.3825006
625,265090.5648,6130663.14,3,6250,6.25,625,83.7118073,53.5174141,53.674778,1,Seagrass,-13.3969116
626,265080.923,6130660.488,3,6260,6.26,626,85.7924805,50.1460991,48.8203278,1,Seagrass,-13.4107189
627,265071.2812,6130657.836,3,6270,6.27,627,83.1153336,47.4207764,46.8100929,1,Seagrass,-13.4239216
628,265061.6394,6130655.183,3,6280,6.28,628,88.1704178,46.0572281,43.8536415,1,Seagrass,-13.4365196
629,265051.9976,6130652.531,3,6290,6.29,629,92.9136276,53.8534164,45.6163445,1,Seagrass,-13.448514
630,265042.3557,6130649.878,3,6300,6.3,630,92.9987869,68.4221268,60.7795563,1,Seagrass,-13.4599037
631,265032.7139,6130647.226,3,6310,6.31,631,95.2122269,72.2474594,62.9399567,1,Seagrass,-13.4706898
